CHILDREN,PERS_H,AGE,TMADD,TMJOB1,TEL,NMBLOAN,FINLOAN,INCOME,EC_CARD,BUREAU,LOCATION,LOANS,REGN,DIV,CASH,PRODUCT,RESID,NAT,PROF,CAR,CARDS,GB,_freq_
2,4,24,48,36,2,2,1,0,1,1,1,1,6,1,2500,Radio or TV or Hifi,Lease,Turkish,Others,Car,Cheque card,1,1
1,3,25,48,36,2,0,1,2200,0,1,1,2,7,1,3000,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
2,4,28,48,36,2,0,1,0,1,1,1,1,0,0,3000,Furniture or Carpet,Lease,German,Civil Service,Car,Cheque card,1,1
0,1,21,60,36,2,0,0,2000,0,3,1,0,9,1,1500,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
2,4,39,60,36,1,0,0,0,1,1,1,2,0,0,2500,Radio or TV or Hifi,Lease,German,Others,Car,Cheque card,1,1
0,1,56,60,36,2,1,1,1500,0,3,1,0,0,0,1500,Furniture or Carpet,Lease,German,Pensioner,Without Vehicle,no credit cards,1,1
3,5,31,66,36,2,0,0,1500,0,3,1,0,2,1,2500,Furniture or Carpet,Owner,German,Others,Car,no credit cards,1,1
0,1,19,72,36,2,0,0,1000,0,3,1,0,5,1,800,Dept. Store or Mail,,German,Food or Building,Car,no credit cards,1,1
0,1,19,84,36,2,0,0,1500,0,3,1,0,5,1,1200,Dept. Store or Mail,,German,Others,Car,no credit cards,1,1
0,1,22,84,36,2,0,0,1000,0,1,1,1,4,1,500,Radio or TV or Hifi,,German,Food or Building,Car,no credit cards,1,1
1,2,41,84,36,2,2,1,1500,0,3,1,0,0,0,1200,Radio or TV or Hifi,Lease,German,Pensioner,Without Vehicle,no credit cards,1,1
0,2,46,84,36,2,2,0,2300,0,1,1,1,4,1,1500,Furniture or Carpet,Lease,Spanish/Portugue,Others,Car,no credit cards,1,1
0,1,28,96,36,1,0,0,2600,0,1,1,1,0,0,700,Radio or TV or Hifi,,German,Others,Car,no credit cards,1,1
1,3,43,96,36,2,0,1,2500,0,1,1,1,5,1,6000,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
1,3,25,120,36,2,0,1,3000,0,1,1,1,7,1,1900,Radio or TV or Hifi,Lease,Turkish,Others,Car,no credit cards,1,1
0,1,22,144,36,1,0,0,0,1,1,1,0,0,0,900,Furniture or Carpet,Lease,German,Others,Without Vehicle,Cheque card,1,1
0,1,23,144,36,1,0,0,1700,0,3,1,0,5,1,500,Radio or TV or Hifi,,Greek,Others,Without Vehicle,no credit cards,1,1
0,1,20,168,36,1,0,0,0,1,1,1,0,0,0,600,Radio or TV or Hifi,Lease,German,Others,Car,Cheque card,1,1
1,3,26,168,36,2,1,1,2900,0,1,1,3,6,1,2500,Furniture or Carpet,Lease,Turkish,Others,Car,no credit cards,1,1
0,1,21,192,36,2,0,0,1700,0,3,1,0,0,0,2000,Radio or TV or Hifi,Lease,German,Others,Without Vehicle,no credit cards,1,1
1,2,44,192,36,1,0,0,2300,0,1,1,1,0,0,500,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
0,2,25,216,36,2,0,1,3500,0,1,1,3,2,1,2500,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
0,1,19,240,36,2,0,0,1000,0,3,1,0,2,1,600,Radio or TV or Hifi,Lease,German,Sea Vojage,Without Vehicle,no credit cards,1,1
0,2,25,240,36,2,0,0,1600,0,1,1,1,4,1,600,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
0,1,51,240,36,2,0,0,1000,0,3,1,0,6,1,900,Dept. Store or Mail,Lease,German,Civil Service,Car,no credit cards,1,1
0,1,21,264,36,2,0,0,1700,0,1,1,1,0,0,900,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
0,1,23,264,36,2,2,1,3000,0,1,1,2,9,1,500,Radio or TV or Hifi,,Turkish,State or Steel Ind,Without Vehicle,no credit cards,1,1
0,1,26,312,36,1,0,0,0,1,3,1,0,0,0,1000,Dept. Store or Mail,Lease,German,Others,Without Vehicle,Cheque card,1,1
0,1,23,0,33,2,2,0,2300,0,1,1,0,9,1,1300,Dept. Store or Mail,Lease,German,Others,Without Vehicle,no credit cards,1,1
1,3,21,3,33,1,2,1,2800,0,3,1,0,7,1,500,Radio or TV or Hifi,Lease,Turkish,Civil Service,Car,no credit cards,1,1
0,1,24,3,33,2,0,0,1500,0,3,1,0,6,1,1900,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
2,3,30,3,33,2,2,1,0,1,1,1,1,9,1,1100,Furniture or Carpet,Lease,German,Others,Car,Cheque card,1,1
1,2,21,6,33,2,0,0,0,1,3,1,0,3,1,1400,Furniture or Carpet,Lease,German,Others,Without Vehicle,Cheque card,1,1
2,4,28,6,33,1,0,1,0,1,1,1,1,0,0,1200,Cars,Lease,German,Others,Car,Cheque card,1,1
0,1,21,9,33,2,0,0,1900,0,3,1,0,4,1,1200,Furniture or Carpet,Lease,Turkish,Others,Car,no credit cards,1,1
1,3,22,9,33,2,0,0,2000,0,3,1,0,4,1,1400,Radio or TV or Hifi,Lease,Turkish,Civil Service,Without Vehicle,no credit cards,1,1
0,1,29,9,33,2,0,0,2200,0,3,1,0,5,1,4000,Radio or TV or Hifi,,Other European,Food or Building,Without Vehicle,no credit cards,1,1
2,4,37,15,33,2,0,0,3000,0,3,1,0,0,0,700,Radio or TV or Hifi,,German,Others,Car,no credit cards,1,1
0,1,30,18,33,2,2,1,2300,0,1,1,2,4,1,600,Radio or TV or Hifi,,German,Others,Car,no credit cards,1,1
2,3,41,18,33,1,1,1,0,1,1,1,3,0,0,600,Cars,Lease,German,Civil Service,Car,Cheque card,1,1
1,3,26,21,33,2,1,1,2300,0,1,1,3,7,1,600,Radio or TV or Hifi,Lease,Greek,Others,Car,no credit cards,1,1
3,5,32,24,33,2,2,1,0,1,1,1,3,0,0,2500,Furniture or Carpet,Lease,German,Others,Car,Cheque card,1,1
0,2,23,30,33,2,0,1,2600,0,1,1,1,5,1,1800,Radio or TV or Hifi,,Turkish,Others,Without Vehicle,no credit cards,1,1
0,1,25,36,33,2,0,0,3500,0,1,1,1,2,1,2500,Radio or TV or Hifi,Lease,German,Self-employed pe,Car,no credit cards,1,1
0,1,27,36,33,2,2,0,2200,0,1,1,3,3,1,2000,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
0,2,28,36,33,2,0,0,3500,0,1,1,4,7,1,15000,Furniture or Carpet,Owner,German,Others,Car,no credit cards,1,1
0,1,29,36,33,2,0,1,0,1,1,1,1,4,1,1700,Radio or TV or Hifi,Lease,Greek,Self-employed pe,Car,Cheque card,1,1
0,1,25,48,33,2,0,0,1700,0,3,1,0,3,1,700,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
2,4,32,48,33,1,0,1,0,1,3,1,0,0,0,1800,Furniture or Carpet,Lease,German,Others,Car,Cheque card,1,1
2,4,36,48,33,2,0,0,0,1,3,1,0,4,1,3000,Furniture or Carpet,Lease,German,Food or Building,Without Vehicle,Cheque card,1,1
3,5,38,48,33,2,2,1,2000,0,1,1,0,0,0,1200,Radio or TV or Hifi,Lease,German,Civil Service,Car,no credit cards,1,1
3,5,33,54,33,2,0,1,2900,0,1,1,2,5,1,1100,Cars,Lease,Turkish,Others,Car,no credit cards,1,1
0,1,20,60,33,2,0,0,0,1,1,1,1,0,0,1700,Furniture or Carpet,Lease,German,Civil Service,Car,Cheque card,1,1
0,1,22,66,33,2,0,0,1000,1,3,1,0,2,1,1500,Radio or TV or Hifi,Lease,German,Food or Building,Car,Cheque card,1,1
1,3,22,72,33,2,2,0,2400,0,3,1,0,3,1,2500,Dept. Store or Mail,Lease,Turkish,Others,Without Vehicle,no credit cards,1,1
1,3,50,72,33,1,1,1,2300,0,1,1,1,3,1,2500,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
1,3,32,96,33,2,0,1,0,1,1,1,2,0,0,2000,Radio or TV or Hifi,Lease,German,Others,Car,Cheque card,1,1
0,2,56,108,33,2,0,0,0,1,1,1,2,0,0,1800,Furniture or Carpet,Lease,German,Others,Car,Cheque card,1,1
0,1,22,120,33,2,0,0,2100,0,3,1,0,3,1,2500,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
0,1,20,144,33,2,0,0,2000,0,3,1,0,7,1,1300,Radio or TV or Hifi,Lease,Turkish,Others,Car,no credit cards,1,1
2,3,34,144,33,2,2,0,0,1,1,1,3,0,0,1600,Furniture or Carpet,Lease,German,Civil Service,Car,Cheque card,1,1
0,1,68,144,33,1,0,0,0,1,1,1,1,0,0,1000,Furniture or Carpet,Lease,German,Pensioner,Car,Cheque card,1,1
2,4,34,168,33,2,0,0,0,1,1,1,2,0,0,600,Radio or TV or Hifi,Lease,German,Others,Car,Cheque card,1,1
1,3,43,168,33,2,2,1,2600,0,1,1,3,0,0,600,Dept. Store or Mail,Lease,German,Civil Service,Car,no credit cards,1,1
1,3,36,192,33,2,0,0,0,1,3,1,0,0,0,2500,Dept. Store or Mail,Lease,German,Others,Car,Cheque card,1,1
1,2,43,216,33,2,2,0,0,1,1,1,2,0,0,1200,Radio or TV or Hifi,Lease,German,Others,Without Vehicle,Cheque card,1,1
0,1,20,240,33,2,0,0,0,0,3,1,0,4,1,4000,Others,Lease,German,Civil Service,Car,Mastercard/Euroc,1,1
0,1,20,240,33,2,0,0,1600,0,1,1,1,8,1,1000,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
0,1,20,240,33,1,0,0,2500,0,3,1,0,5,1,1000,Cars,Lease,German,Others,Car,no credit cards,1,1
0,1,22,264,33,1,0,0,1000,0,3,1,0,0,0,1300,Cars,Lease,German,Others,Car,no credit cards,1,1
0,1,22,264,33,1,0,0,2200,0,1,1,1,0,0,500,Radio or TV or Hifi,Lease,German,Military Service,Without Vehicle,no credit cards,1,1
3,5,23,288,33,2,0,0,0,1,3,1,0,0,0,1800,Radio or TV or Hifi,Lease,German,Others,Car,Cheque card,1,1
1,3,26,288,33,1,0,0,1700,1,3,1,0,0,0,800,Radio or TV or Hifi,Lease,German,Others,Car,Cheque card,1,1
0,1,26,312,33,1,1,0,0,1,1,1,2,0,0,1300,Cars,Lease,German,Others,Car,Cheque card,1,1
0,1,63,312,33,2,0,0,1500,0,1,1,3,0,0,1400,Furniture or Carpet,Owner,German,Others,Without Vehicle,no credit cards,1,1
1,3,43,999,33,1,0,0,2500,0,1,1,1,3,1,1000,Radio or TV or Hifi,,German,Others,Without Vehicle,no credit cards,1,1
0,1,44,0,30,2,0,0,2900,0,1,1,2,2,1,1000,Furniture or Carpet,Lease,German,Others,Without Vehicle,no credit cards,1,1
0,1,19,3,30,2,2,1,0,1,1,1,2,5,1,1100,Cars,Lease,German,Others,Car,Cheque card,1,1
0,1,24,3,30,2,0,0,0,0,3,1,0,0,0,4000,Radio or TV or Hifi,Lease,German,Others,Car,Mastercard/Euroc,1,1
0,2,27,6,30,2,0,0,1600,0,3,1,0,5,1,1400,Radio or TV or Hifi,Lease,German,Others,Without Vehicle,no credit cards,1,1
0,1,24,9,30,2,0,0,3000,0,1,1,1,2,1,100000,Cars,Lease,German,Food or Building,Car,no credit cards,1,1
0,1,26,9,30,2,0,1,3300,0,1,1,2,4,1,7000,Furniture or Carpet,Lease,German,Food or Building,Without Vehicle,American Express,1,1
0,1,27,9,30,2,0,0,2600,0,3,1,0,2,1,1000,Radio or TV or Hifi,Lease,Other European,Sea Vojage,Without Vehicle,no credit cards,1,1
2,4,39,9,30,2,2,1,2200,0,1,1,2,0,0,4000,Furniture or Carpet,Lease,German,Civil Service,Car,no credit cards,1,1
0,1,23,12,30,1,0,0,0,1,3,1,0,2,1,4000,Dept. Store or Mail,,German,Civil Service,Car,Cheque card,1,1
0,1,23,12,30,1,2,0,2000,1,3,1,0,2,1,5000,Dept. Store or Mail,Lease,German,Civil Service,Without Vehicle,Cheque card,1,1
0,1,27,12,30,2,0,0,3500,0,1,1,1,6,1,2500,Radio or TV or Hifi,Lease,German,Food or Building,Without Vehicle,no credit cards,1,1
2,4,41,12,30,2,0,0,0,1,2,1,2,0,0,500,Dept. Store or Mail,Lease,German,Others,Without Vehicle,Cheque card,1,1
0,2,24,15,30,2,2,1,2500,0,3,1,0,4,1,1600,Radio or TV or Hifi,Lease,Greek,Others,Car,no credit cards,1,1
1,2,23,18,30,1,0,0,2000,0,3,1,0,0,0,1700,Furniture or Carpet,Lease,German,Military Service,Car,no credit cards,1,1
1,2,24,18,30,2,2,1,3400,0,1,1,2,0,0,1000,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
1,2,25,18,30,1,0,0,2400,0,1,1,2,4,1,1900,Dept. Store or Mail,Lease,German,Food or Building,Without Vehicle,no credit cards,1,1
1,3,27,18,30,2,0,0,0,1,1,1,2,0,0,1400,Cars,Lease,German,Others,Car,Cheque card,1,1
1,2,27,18,30,1,2,1,2400,0,1,1,1,2,1,1200,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
1,3,30,18,30,2,0,0,5000,1,3,1,0,4,1,2500,Furniture or Carpet,,German,Others,Without Vehicle,Cheque card,1,1
0,2,31,18,30,1,0,0,2400,0,1,1,1,0,0,1500,Radio or TV or Hifi,Lease,Turkish,Others,Without Vehicle,no credit cards,1,1
1,3,35,18,30,2,2,1,2400,0,1,1,1,7,1,1200,Radio or TV or Hifi,Lease,German,Civil Service,Car,no credit cards,1,1
0,1,23,30,30,2,0,1,2000,0,1,1,2,3,1,1000,Radio or TV or Hifi,,German,Others,Car,no credit cards,1,1
0,1,26,30,30,2,0,0,2300,0,3,1,0,4,1,900,Radio or TV or Hifi,Lease,Greek,Others,Without Vehicle,no credit cards,1,1
0,2,29,30,30,2,0,0,2500,0,1,1,1,4,1,600,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
3,5,36,30,30,2,1,1,2700,0,1,1,2,4,1,4000,Radio or TV or Hifi,Lease,Turkish,Others,Without Vehicle,no credit cards,1,1
0,1,42,30,30,1,0,0,1500,0,3,1,0,2,1,1600,Furniture or Carpet,Lease,German,Others,Without Vehicle,no credit cards,1,1
0,1,22,36,30,2,0,0,1700,0,1,1,1,2,1,1700,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
2,4,26,42,30,2,0,0,2000,0,1,1,4,0,0,1300,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
0,2,33,42,30,2,2,1,2000,0,1,1,0,5,1,1500,Furniture or Carpet,Lease,Others,Others,Car,no credit cards,1,1
3,5,33,42,30,2,1,1,3200,0,1,1,2,5,1,2500,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
2,4,41,42,30,2,0,0,1500,0,1,1,2,0,0,10000,Cars,Lease,German,Others,Car,no credit cards,1,1
0,1,20,54,30,2,0,0,1000,0,3,1,0,5,1,900,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
0,1,25,54,30,2,0,1,1900,1,1,1,1,2,1,2500,Radio or TV or Hifi,,German,Others,Car,Cheque card,1,1
0,1,26,54,30,2,0,1,3500,0,3,1,0,2,1,1400,Radio or TV or Hifi,,German,Others,Car,no credit cards,1,1
0,1,28,54,30,2,0,1,2300,0,1,1,1,2,1,1000,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
3,5,29,54,30,2,1,1,3300,0,1,1,2,8,1,800,Dept. Store or Mail,Lease,Turkish,Others,Car,no credit cards,1,1
0,1,29,54,30,1,2,0,2500,1,1,1,0,4,1,1300,Radio or TV or Hifi,Lease,German,Self-employed pe,Car,Cheque card,1,1
1,3,30,54,30,2,0,0,2500,0,3,1,0,2,1,1400,Radio or TV or Hifi,Lease,German,Others,Without Vehicle,no credit cards,1,1
2,3,33,54,30,1,0,1,2500,0,1,1,1,0,0,800,Dept. Store or Mail,,German,Others,Car,no credit cards,1,1
0,1,25,60,30,2,0,0,3000,0,1,1,1,6,1,2500,Radio or TV or Hifi,Lease,German,Self-employed pe,Car,no credit cards,1,1
0,1,20,66,30,2,0,1,1700,0,1,1,1,8,1,1700,Leisure,Lease,German,Others,Car,no credit cards,1,1
0,2,20,96,30,1,0,0,1000,0,3,1,0,0,0,2500,Radio or TV or Hifi,,German,Others,Car,no credit cards,1,1
0,1,31,96,30,2,0,0,2400,0,1,1,1,0,0,3000,Furniture or Carpet,Lease,German,Civil Service,Car,no credit cards,1,1
1,3,36,96,30,2,1,1,2700,0,1,1,1,7,1,1500,Radio or TV or Hifi,Lease,Yugoslav,Others,Car,no credit cards,1,1
1,3,37,96,30,2,0,1,4000,1,1,1,3,0,0,900,Radio or TV or Hifi,Lease,Others,Others,Car,Cheque card,1,1
2,4,39,108,30,2,0,0,3000,0,1,1,1,0,0,5000,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
1,2,34,120,30,2,0,0,1900,0,1,1,1,8,1,1800,Radio or TV or Hifi,,German,Others,Without Vehicle,no credit cards,1,1
2,4,32,144,30,2,0,1,1600,0,1,1,2,2,1,3000,Radio or TV or Hifi,,Turkish,Others,Without Vehicle,no credit cards,1,1
0,1,46,144,30,1,0,0,1500,0,3,1,0,0,0,900,Radio or TV or Hifi,Lease,German,Others,Without Vehicle,no credit cards,1,1
0,1,19,168,30,2,0,0,0,1,3,1,0,0,0,800,Dept. Store or Mail,Lease,German,Others,Car,Cheque card,1,1
0,1,20,168,30,2,0,0,2000,0,3,1,0,7,1,800,Cars,Lease,German,Others,Car,no credit cards,1,1
0,1,22,168,30,2,2,0,0,1,1,1,2,3,1,1300,Cars,Lease,German,Others,Car,Cheque card,1,1
0,1,27,168,30,2,0,0,3500,1,1,1,2,2,1,1200,Radio or TV or Hifi,Lease,German,Self-employed pe,Car,Cheque card,1,1
0,1,37,168,30,2,0,0,2500,0,3,1,0,4,1,3000,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
0,1,20,192,30,2,0,0,1700,0,3,1,0,2,1,1900,Radio or TV or Hifi,Lease,German,Civil Service,Car,no credit cards,1,1
2,4,39,192,30,2,2,1,4000,0,1,1,3,0,0,600,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
0,1,18,216,30,2,0,0,1000,0,3,1,0,0,0,500,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
0,1,18,216,30,2,0,0,0,1,3,1,0,0,0,1900,Radio or TV or Hifi,Lease,German,Food or Building,Car,Cheque card,1,1
0,1,20,240,30,1,0,0,1500,0,3,1,0,0,0,900,Dept. Store or Mail,Lease,German,Others,Without Vehicle,no credit cards,1,1
4,6,54,240,30,2,2,1,2000,0,3,1,0,5,1,1200,Dept. Store or Mail,Lease,Turkish,Pensioner,Car,no credit cards,1,1
0,1,21,264,30,2,2,0,1600,0,1,1,1,7,1,1500,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
0,1,24,312,30,2,0,1,2200,0,1,1,1,4,1,1300,Radio or TV or Hifi,Lease,German,Military Service,Car,no credit cards,1,1
0,2,38,999,30,1,0,1,2100,0,1,1,2,0,0,3000,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
0,2,23,3,27,2,0,0,2200,0,1,1,1,0,0,2500,Radio or TV or Hifi,Lease,German,Civil Service,Car,no credit cards,1,1
1,2,23,3,27,2,0,1,1800,0,3,1,0,4,1,1300,Radio or TV or Hifi,,German,Food or Building,Without Vehicle,no credit cards,1,1
1,3,24,3,27,2,0,1,0,0,1,1,1,4,1,700,Radio or TV or Hifi,Lease,German,Others,Without Vehicle,Mastercard/Euroc,1,1
0,1,29,6,27,1,2,1,2200,0,1,1,1,0,0,4000,Dept. Store or Mail,Lease,German,Military Service,Car,no credit cards,1,1
1,2,29,6,27,2,0,0,2400,0,1,1,3,3,1,500,Dept. Store or Mail,Lease,German,Others,Car,no credit cards,1,1
1,3,38,6,27,2,0,0,1500,0,3,1,0,3,1,600,Radio or TV or Hifi,Lease,German,Others,Without Vehicle,no credit cards,1,1
0,1,22,9,27,2,0,1,1500,0,1,1,2,5,1,600,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
0,1,24,9,27,2,0,0,1500,0,3,1,0,5,1,500,Leisure,Lease,German,Others,Without Vehicle,no credit cards,1,1
1,2,26,9,27,2,0,1,5000,0,1,1,3,4,1,2500,Furniture or Carpet,Lease,German,Self-employed pe,Car,no credit cards,1,1
1,3,26,9,27,2,0,1,2800,0,1,1,2,8,1,2000,Furniture or Carpet,Lease,Turkish,Others,Car,no credit cards,1,1
0,1,30,9,27,1,2,0,2200,0,1,1,1,5,1,1500,Radio or TV or Hifi,,German,Others,Without Vehicle,no credit cards,1,1
0,2,25,12,27,2,2,1,5000,0,1,1,1,2,1,900,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
0,2,27,15,27,1,0,0,2200,0,1,1,2,2,1,600,Dept. Store or Mail,Lease,German,Others,Car,no credit cards,1,1
1,3,27,15,27,2,0,0,2200,0,1,1,1,6,1,1500,Dept. Store or Mail,Lease,German,Others,Car,no credit cards,1,1
0,1,38,15,27,2,1,1,2400,0,1,1,1,4,1,900,Leisure,Lease,German,Others,Car,no credit cards,1,1
0,1,26,21,27,2,2,0,2500,0,1,1,1,2,1,7000,Radio or TV or Hifi,Lease,German,Civil Service,Without Vehicle,no credit cards,1,1
2,4,38,21,27,2,0,0,0,1,1,1,1,2,1,4000,Radio or TV or Hifi,Lease,German,Food or Building,Without Vehicle,Cheque card,1,1
0,1,24,24,27,1,0,0,1800,0,3,1,0,4,1,1600,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
0,1,26,24,27,1,0,0,3000,0,1,1,2,2,1,1700,Furniture or Carpet,Lease,German,Self-employed pe,Without Vehicle,no credit cards,1,1
0,1,29,24,27,2,0,1,2000,0,1,1,1,4,1,900,Cars,Lease,German,Others,Without Vehicle,no credit cards,1,1
0,1,42,24,27,2,2,1,1500,0,1,1,1,3,1,1800,Radio or TV or Hifi,Lease,German,Others,Without Vehicle,no credit cards,1,1
0,1,24,30,27,2,0,0,2000,0,3,1,0,0,0,3000,Dept. Store or Mail,Lease,German,Chemical Industr,Without Vehicle,no credit cards,1,1
0,2,28,30,27,2,2,1,1900,0,1,1,2,6,1,1100,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
0,1,30,30,27,1,0,0,2300,0,1,1,0,8,1,1300,Dept. Store or Mail,Lease,German,Others,Without Vehicle,no credit cards,1,1
2,4,31,30,27,1,2,0,3100,0,1,1,1,3,1,2500,Dept. Store or Mail,,German,Others,Car,no credit cards,1,1
1,2,35,30,27,2,0,0,1900,0,3,1,0,2,1,600,Radio or TV or Hifi,,German,Others,Car,no credit cards,1,1
0,1,27,36,27,2,0,1,1800,0,1,1,1,4,1,1800,Radio or TV or Hifi,,German,Others,Car,no credit cards,1,1
0,1,20,42,27,2,0,0,1000,0,3,1,0,4,1,2000,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
3,5,28,42,27,1,1,1,5000,0,1,1,1,8,1,500,Leisure,Lease,Turkish,Others,Car,no credit cards,1,1
0,1,45,42,27,2,0,0,1900,0,1,1,3,4,1,4000,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
2,4,23,48,27,2,2,1,2800,0,1,1,1,8,1,1500,Radio or TV or Hifi,Lease,Turkish,Others,Car,no credit cards,1,1
0,1,32,54,27,2,0,1,0,1,3,1,0,7,1,1300,Radio or TV or Hifi,Lease,Greek,Others,Car,Cheque card,1,1
1,3,51,54,27,1,0,0,0,1,3,1,0,0,0,1200,Furniture or Carpet,Lease,German,Others,Car,Cheque card,1,1
0,1,20,60,27,2,2,1,1000,0,1,1,1,4,1,1100,Radio or TV or Hifi,,German,Others,Without Vehicle,no credit cards,1,1
0,1,19,66,27,2,0,0,0,1,3,1,0,2,1,1500,Radio or TV or Hifi,,German,Food or Building,Car,Cheque card,1,1
0,1,26,66,27,2,0,0,0,1,3,1,0,7,1,3000,Radio or TV or Hifi,Lease,German,Others,Car,Cheque card,1,1
1,2,33,96,27,2,0,1,10000,0,1,1,1,0,0,1700,Radio or TV or Hifi,Lease,German,Self-employed pe,Car,no credit cards,1,1
1,3,38,96,27,2,2,1,2500,0,1,1,2,4,1,800,Radio or TV or Hifi,Lease,Others,Others,Without Vehicle,no credit cards,1,1
2,4,33,108,27,1,0,1,2700,0,1,1,2,0,0,2000,Dept. Store or Mail,Lease,German,Others,Car,no credit cards,1,1
2,4,33,108,27,2,2,1,0,1,1,1,2,3,1,2500,Radio or TV or Hifi,Lease,German,Self-employed pe,Car,Cheque card,1,1
0,1,35,108,27,2,0,1,3200,0,1,1,2,9,1,3000,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
2,4,30,120,27,2,2,0,0,1,1,1,1,0,0,2500,Dept. Store or Mail,Lease,German,Others,Car,Cheque card,1,1
2,4,30,120,27,2,0,1,4000,0,1,1,3,4,1,500,Radio or TV or Hifi,Lease,German,Self-employed pe,Car,no credit cards,1,1
0,1,35,120,27,2,0,0,2700,0,1,1,2,8,1,100000,Cars,Owner,German,Food or Building,Car,no credit cards,1,1
0,1,20,144,27,2,2,1,1000,0,3,1,0,5,1,1000,Radio or TV or Hifi,Lease,Turkish,Others,Car,no credit cards,1,1
0,1,36,144,27,2,0,0,0,1,3,1,0,0,0,500,Dept. Store or Mail,Lease,German,Others,Without Vehicle,Cheque card,1,1
0,1,23,168,27,2,1,1,0,1,3,1,0,0,0,600,Furniture or Carpet,Lease,German,Others,Without Vehicle,Cheque card,1,1
2,3,38,168,27,1,0,0,3400,0,1,1,2,0,0,700,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
0,1,21,192,27,2,0,0,1500,0,3,1,0,2,1,600,Radio or TV or Hifi,,German,Others,Car,no credit cards,1,1
0,1,19,240,27,2,0,0,0,1,3,1,0,6,1,500,Cars,Lease,German,Others,Car,Cheque card,1,1
0,1,20,240,27,1,0,0,1000,0,3,1,0,0,0,1000,Dept. Store or Mail,Lease,German,Others,Car,no credit cards,1,1
0,2,20,240,27,2,0,0,1600,0,3,1,0,5,1,1400,Radio or TV or Hifi,Lease,Turkish,Others,Without Vehicle,no credit cards,1,1
0,1,20,240,27,2,0,0,1500,0,3,1,0,2,1,700,Radio or TV or Hifi,,German,Food or Building,Without Vehicle,no credit cards,1,1
0,1,22,240,27,2,0,1,2100,0,3,1,0,7,1,1400,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
4,6,35,240,27,2,2,0,1500,0,1,1,1,4,1,700,Furniture or Carpet,Lease,Turkish,Others,Car,no credit cards,1,1
0,1,21,264,27,2,0,0,1700,0,3,1,0,7,1,1300,Furniture or Carpet,Lease,German,Others,Without Vehicle,no credit cards,1,1
0,1,21,264,27,2,0,1,2200,0,1,1,1,3,1,1300,Radio or TV or Hifi,Lease,German,Military Service,Car,no credit cards,1,1
0,1,22,264,27,2,2,0,2600,0,1,1,1,3,1,2500,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
0,1,26,264,27,2,0,1,2300,0,1,1,1,6,1,800,Radio or TV or Hifi,Lease,German,Food or Building,Car,no credit cards,1,1
0,1,22,288,27,2,1,1,1500,0,1,1,5,6,1,1500,Radio or TV or Hifi,,German,Others,Without Vehicle,no credit cards,1,1
0,1,25,312,27,2,0,0,1700,0,1,1,2,6,1,2000,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
0,1,39,312,27,2,2,0,1500,0,1,1,1,6,1,2000,Radio or TV or Hifi,Lease,German,Others,Without Vehicle,no credit cards,1,1
2,4,44,999,27,2,0,0,4000,0,1,1,0,2,1,4000,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
